ChoiceValue,LabelEn,LabelSw,RegionValue,DistrictValue,WardValue,SortOrder
42590,Kitomondo,Kitomondo,18,127,2706,42590
42591,Kibisini,Kibisini,18,127,2706,42591
42592,Mkarangama,Mkarangama,18,127,2706,42592
42593,Mbogani,Mbogani,18,127,2706,42593
42594,Mwajupi,Mwajupi,18,127,2706,42594
42595,Bungara,Bungara,18,127,2706,42595
42596,Utende A,Utende A,18,127,2706,42596
42597,Utende B,Utende B,18,127,2706,42597
42598,Kiegeani,Kiegeani,18,127,2706,42598
42599,Pande,Pande,18,127,2706,42599
42600,Unyambwa A,Unyambwa A,18,127,2706,42600
42601,Unyambwa B,Unyambwa B,18,127,2706,42601
42602,Ukunda,Ukunda,18,127,2706,42602
42603,Maruhubi,Maruhubi,18,127,2706,42603
42604,Shinyanga,Shinyanga,18,127,2707,42604
42605,Juumaji,Juumaji,18,127,2707,42605
42606,Pwanandoni,Pwanandoni,18,127,2707,42606
42607,Shangamoyo,Shangamoyo,18,127,2707,42607
42608,Mtenga,Mtenga,18,127,2707,42608
42609,Kichangachui,Kichangachui,18,127,2707,42609
42610,Mwapepo,Mwapepo,18,127,2707,42610
42611,Mnyange,Mnyange,18,127,2707,42611
42612,Kilimani,Kilimani,18,127,2707,42612
42613,Juani Mjini,Juani Mjini,18,127,2707,42613
42614,Juani Shule,Juani Shule,18,127,2707,42614
42615,Manda,Manda,18,127,2707,42615
42616,Vikomba,Vikomba,18,127,2707,42616
42617,Mihekela A,Mihekela A,18,128,2708,42617
42618,Kimbokeha,Kimbokeha,18,128,2708,42618
42619,Mihekela B,Mihekela B,18,128,2708,42619
42620,Mponga kati,Mponga kati,18,128,2708,42620
42621,Misasa,Misasa,18,128,2708,42621
42622,Tundu,Tundu,18,128,2708,42622
42623,Mgola,Mgola,18,128,2708,42623
42624,Mahinga,Mahinga,18,128,2708,42624
42625,Ngarambe Kati,Ngarambe Kati,18,128,2708,42625
42626,Ngarambe kubwa,Ngarambe kubwa,18,128,2708,42626
42627,Mlowe,Mlowe,18,128,2708,42627
42628,Kwa Moshi,Kwa Moshi,18,128,2708,42628
42629,Umasengani,Umasengani,18,128,2708,42629
42630,Msufini,Msufini,18,128,2708,42630
42631,Msorokelo,Msorokelo,18,128,2708,42631
42632,Gongoni,Gongoni,18,128,2708,42632
42633,Kidete,Kidete,18,128,2708,42633
42634,Mangehele,Mangehele,18,128,2708,42634
42635,Kivulale,Kivulale,18,128,2708,42635
42636,Kimbili,Kimbili,18,128,2708,42636
42637,Mihande,Mihande,18,128,2708,42637
42638,Mwanzega,Mwanzega,18,128,2708,42638
42639,Mwatemo,Mwatemo,18,128,2708,42639
42640,Mbonzoro,Mbonzoro,18,128,2708,42640
42641,Gomapembe,Gomapembe,18,128,2708,42641
42642,Msorwa Mjini,Msorwa Mjini,18,128,2708,42642
42643,Kikope,Kikope,18,128,2708,42643
42644,Kisayani Mjini,Kisayani Mjini,18,128,2708,42644
42645,Payo,Payo,18,128,2708,42645
42646,Kikurwi,Kikurwi,18,128,2708,42646
42647,Mkubu,Mkubu,18,128,2708,42647
42648,Shungubweni,Shungubweni,18,128,2709,42648
42649,Mduzi,Mduzi,18,128,2709,42649
42650,Funza Centre,Funza Centre,18,128,2709,42650
42651,Kwajagwa,Kwajagwa,18,128,2709,42651
42652,Kikurwi,Kikurwi,18,128,2709,42652
42653,Boza,Boza,18,128,2709,42653
42654,Palacha Kipya,Palacha Kipya,18,128,2709,42654
42655,Kuruti,Kuruti,18,128,2709,42655
42656,Palacha,Palacha,18,128,2709,42656
42657,Mzambarauni,Mzambarauni,18,128,2710,42657
42658,Kiwalani,Kiwalani,18,128,2710,42658
42659,Mkunguni,Mkunguni,18,128,2710,42659
42660,Msambanyamani,Msambanyamani,18,128,2710,42660
42661,Mkundi,Mkundi,18,128,2710,42661
42662,Mavunja,Mavunja,18,128,2710,42662
42663,Koma,Koma,18,128,2710,42663
42664,Mpendae,Mpendae,18,128,2710,42664
42665,Kiujuni,Kiujuni,18,128,2710,42665
42666,Kwale,Kwale,18,128,2710,42666
42667,Kastam,Kastam,18,128,2710,42667
42668,Tondo wamaji,Tondo wamaji,18,128,2710,42668
42669,Kisiju Pwani,Kisiju Pwani,18,128,2710,42669
42670,Maputo,Maputo,18,128,2710,42670
42671,Ziweziwe,Ziweziwe,18,128,2710,42671
42672,Muhagatani,Muhagatani,18,128,2710,42672
42673,Kerekese,Kerekese,18,128,2710,42673
42674,Binga Mjini,Binga Mjini,18,128,2711,42674
42675,Dombawala,Dombawala,18,128,2711,42675
42676,Bingachana,Bingachana,18,128,2711,42676
42677,Palani,Palani,18,128,2711,42677
42678,Sotele A,Sotele A,18,128,2711,42678
42679,Sotele B,Sotele B,18,128,2711,42679
42680,Sotele C,Sotele C,18,128,2711,42680
42681,Tutani,Tutani,18,128,2711,42681
42682,Dokambwa,Dokambwa,18,128,2711,42682
42683,Mbungo,Mbungo,18,128,2711,42683
42684,Nyasangara,Nyasangara,18,128,2711,42684
42685,Gurusi,Gurusi,18,128,2711,42685
42686,Mpafu,Mpafu,18,128,2711,42686
42687,Mtundani,Mtundani,18,128,2711,42687
42688,Mtakuwa,Mtakuwa,18,128,2711,42688
42689,Moe,Moe,18,128,2711,42689
42690,Kibewa,Kibewa,18,128,2711,42690
42691,Dendeni,Dendeni,18,128,2711,42691
42692,Kitomondo,Kitomondo,18,128,2712,42692
42693,Mzaya,Mzaya,18,128,2712,42693
42694,Chanungu,Chanungu,18,128,2712,42694
42695,Kokobo,Kokobo,18,128,2712,42695
42696,Mitaranda,Mitaranda,18,128,2712,42696
42697,Kikumbo,Kikumbo,18,128,2712,42697
42698,Kiwambo,Kiwambo,18,128,2712,42698
42699,Mahingi,Mahingi,18,128,2712,42699
42700,Nyangunguti Kaskazini,Nyangunguti Kaskazini,18,128,2712,42700
42701,Mkugilo,Mkugilo,18,128,2712,42701
42702,Kikoo/Mitanzini,Kikoo/Mitanzini,18,128,2712,42702
42703,Magungwi,Magungwi,18,128,2712,42703
42704,Nyangunguti Kusini,Nyangunguti Kusini,18,128,2712,42704
42705,Kipera,Kipera,18,128,2712,42705
42706,Mchikichini,Mchikichini,18,128,2712,42706
42707,Nyambega,Nyambega,18,128,2712,42707
42708,Nyamwage,Nyamwage,18,128,2713,42708
42709,Nyakele,Nyakele,18,128,2713,42709
42710,Tunduni,Tunduni,18,128,2713,42710
42711,Magawa,Magawa,18,128,2713,42711
42712,Makumbea,Makumbea,18,128,2713,42712
42713,Zegeni,Zegeni,18,128,2713,42713
42714,Mpumunde,Mpumunde,18,128,2713,42714
42715,Tunduni,Tunduni,18,128,2713,42715
42716,Kifumangao,Kifumangao,18,128,2713,42716
42717,Kengoni,Kengoni,18,128,2713,42717
42718,Mteta,Mteta,18,128,2713,42718
42719,Kidugo,Kidugo,18,128,2713,42719
42720,Gundani,Gundani,18,128,2713,42720
42721,Nganje A,Nganje A,18,128,2713,42721
42722,Nganje B,Nganje B,18,128,2713,42722
42723,Msonga Magharibi,Msonga Magharibi,18,128,2714,42723
42724,Msonga Kaskazini,Msonga Kaskazini,18,128,2714,42724
42725,Msonga Kusini,Msonga Kusini,18,128,2714,42725
42726,Tambalale,Tambalale,18,128,2714,42726
42727,Mtongani,Mtongani,18,128,2714,42727
42728,Namanga,Namanga,18,128,2714,42728
42729,Zelele,Zelele,18,128,2714,42729
42730,Nasibugani Kusini,Nasibugani Kusini,18,128,2714,42730
42731,Nasibugani Kaskazini,Nasibugani Kaskazini,18,128,2714,42731
42732,Sangasanga,Sangasanga,18,128,2714,42732
42733,Nyatupa,Nyatupa,18,128,2714,42733
42734,Kimogola,Kimogola,18,128,2714,42734
42735,Zekelele,Zekelele,18,128,2714,42735
42736,Pwapwapwa,Pwapwapwa,18,128,2714,42736
42737,Mkotope,Mkotope,18,128,2714,42737
42738,Nyamihimbo,Nyamihimbo,18,128,2714,42738
42739,Mkukwi,Mkukwi,18,128,2714,42739
42740,Mahekani,Mahekani,18,128,2714,42740
42741,Sangalani,Sangalani,18,128,2715,42741
42742,Nyamikuta,Nyamikuta,18,128,2715,42742
42743,Mtyeke,Mtyeke,18,128,2715,42743
42744,Shimo la Udongo,Shimo la Udongo,18,128,2715,42744
42745,Misasa,Misasa,18,128,2715,42745
42746,Nyakiogo,Nyakiogo,18,128,2715,42746
42747,Zakwati,Zakwati,18,128,2715,42747
42748,Kibupuni,Kibupuni,18,128,2715,42748
42749,Mnelei,Mnelei,18,128,2715,42749
42750,Mkongeni,Mkongeni,18,128,2715,42750
42751,Malibamba,Malibamba,18,128,2715,42751
42752,Lukanga A,Lukanga A,18,128,2715,42752
42753,Kipote,Kipote,18,128,2715,42753
42754,Kilembea,Kilembea,18,128,2715,42754
42755,Milende,Milende,18,128,2715,42755
42756,Lukanga B,Lukanga B,18,128,2715,42756
42757,Malenda Mjini,Malenda Mjini,18,128,2715,42757
42758,Nyangobo,Nyangobo,18,128,2715,42758
42759,Mpimio Mjini,Mpimio Mjini,18,128,2715,42759
42760,Nyandole,Nyandole,18,128,2715,42760
42761,Ndomboka,Ndomboka,18,128,2715,42761
42762,Nyandanzi,Nyandanzi,18,128,2715,42762
42763,Nyamalonda,Nyamalonda,18,128,2715,42763
42764,Njopeka kati,Njopeka kati,18,128,2715,42764
42765,Mikwasu,Mikwasu,18,128,2715,42765
42766,Kingoma Magharibi,Kingoma Magharibi,18,128,2715,42766
42767,Ndondwa,Ndondwa,18,128,2715,42767
42768,Mkola,Mkola,18,128,2715,42768
42769,Nyahoro,Nyahoro,18,128,2715,42769
42770,Mndondo,Mndondo,18,128,2715,42770
42771,Malongoni,Malongoni,18,128,2715,42771
42772,Kizinga,Kizinga,18,128,2715,42772
42773,Njianne,Njianne,18,128,2716,42773
42774,Mandela,Mandela,18,128,2716,42774
42775,Matundu,Matundu,18,128,2716,42775
42776,Mitanga,Mitanga,18,128,2716,42776
42777,Kidugalo,Kidugalo,18,128,2716,42777
42778,Utandilani,Utandilani,18,128,2716,42778
42779,Mikere,Mikere,18,128,2716,42779
42780,Mingombe,Mingombe,18,128,2716,42780
42781,Nyambala,Nyambala,18,128,2716,42781
42782,Kidugalo,Kidugalo,18,128,2716,42782
42783,Miteza,Miteza,18,128,2716,42783
42784,Rugongwe,Rugongwe,18,128,2716,42784
42785,Makumbi,Makumbi,18,128,2716,42785
42786,Madimka,Madimka,18,128,2716,42786
42787,Rugeke,Rugeke,18,128,2717,42787
42788,Nyingome,Nyingome,18,128,2717,42788
42789,Kisangalawe,Kisangalawe,18,128,2717,42789
42790,Kong'olo,Kong'olo,18,128,2717,42790
42791,Kikundi,Kikundi,18,128,2717,42791
42792,Kizomla,Kizomla,18,128,2717,42792
42793,Mpolimbo,Mpolimbo,18,128,2717,42793
42794,Mbopo,Mbopo,18,128,2717,42794
42795,Kofi A,Kofi A,18,128,2717,42795
42796,Kofi B,Kofi B,18,128,2717,42796
42797,Kizapala,Kizapala,18,128,2717,42797
42798,Ndoleni,Ndoleni,18,128,2717,42798
42799,Nyikenge,Nyikenge,18,128,2717,42799
42800,Tungi,Tungi,18,128,2717,42800
42801,Mbopo,Mbopo,18,128,2717,42801
42802,Mkolekole,Mkolekole,18,128,2717,42802
42803,Nyambwawa,Nyambwawa,18,128,2717,42803
42804,Msufini,Msufini,18,128,2717,42804
42805,Rupande,Rupande,18,128,2717,42805
42806,Bwengu,Bwengu,18,128,2717,42806
42807,Mkerezange,Mkerezange,18,128,2717,42807
42808,Mtunduma,Mtunduma,18,128,2717,42808
42809,Msufini,Msufini,18,128,2717,42809
42810,Mitalawanda,Mitalawanda,18,128,2717,42810
42811,Videte,Videte,18,128,2717,42811
42812,Kigoda,Kigoda,18,128,2717,42812
42813,Kidai Pwita,Kidai Pwita,18,128,2717,42813
42814,Kibunguchana,Kibunguchana,18,128,2717,42814
42815,Ndoleni,Ndoleni,18,128,2717,42815
42816,Kisegese,Kisegese,18,128,2718,42816
42817,Nyandege,Nyandege,18,128,2718,42817
42818,Kwalala,Kwalala,18,128,2718,42818
42819,Zola Dendeni,Zola Dendeni,18,128,2718,42819
42820,Mkongo,Mkongo,18,128,2718,42820
42821,Changedere,Changedere,18,128,2718,42821
42822,Chamgoi,Chamgoi,18,128,2718,42822
42823,Vikeze,Vikeze,18,128,2718,42823
42824,Kibesa,Kibesa,18,128,2718,42824
42825,Kibuyuni,Kibuyuni,18,128,2719,42825
42826,Kinzae,Kinzae,18,128,2719,42826
42827,Msangamweru,Msangamweru,18,128,2719,42827
42828,Malimka,Malimka,18,128,2719,42828
42829,Ng'ole,Ng'ole,18,128,2719,42829
42830,Gozani,Gozani,18,128,2719,42830
42831,Kwembe,Kwembe,18,128,2719,42831
42832,Nyatanga,Nyatanga,18,128,2719,42832
42833,Ngarawani,Ngarawani,18,128,2719,42833
42834,Chang'ombe,Chang'ombe,18,128,2719,42834
42835,Kibudi,Kibudi,18,128,2719,42835
42836,Kidokwe,Kidokwe,18,128,2719,42836
42837,Mziazi,Mziazi,18,128,2719,42837
42838,Kidala,Kidala,18,128,2719,42838
42839,Mbulani,Mbulani,18,128,2719,42839
42840,Kilungule,Kilungule,18,128,2719,42840
42841,Kaloleni,Kaloleni,18,128,2719,42841
42842,Mlungwana,Mlungwana,18,128,2719,42842
42843,Bupu,Bupu,18,128,2719,42843
42844,Kidugalo,Kidugalo,18,128,2719,42844
42845,Nyanduturu A,Nyanduturu A,18,128,2720,42845
42846,Nyanduturu B,Nyanduturu B,18,128,2720,42846
42847,Nyakazoro,Nyakazoro,18,128,2720,42847
42848,Kizimu,Kizimu,18,128,2720,42848
42849,Mitawa,Mitawa,18,128,2720,42849
42850,Mkiu,Mkiu,18,128,2720,42850
42851,Milondondo,Milondondo,18,128,2720,42851
42852,Pundi,Pundi,18,128,2720,42852
42853,Nyasikinze/Kizima,Nyasikinze/Kizima,18,128,2720,42853
42854,Mvuleni Mjini,Mvuleni Mjini,18,128,2720,42854
42855,Kisangarawe,Kisangarawe,18,128,2720,42855
42856,Mbebetini,Mbebetini,18,128,2720,42856
42857,Nyakinyo,Nyakinyo,18,128,2720,42857
42858,Nyamato Bwawani,Nyamato Bwawani,18,128,2720,42858
42859,Nyamaringo,Nyamaringo,18,128,2720,42859
42860,Nikongwa,Nikongwa,18,128,2720,42860
42861,Mkanoge,Mkanoge,18,128,2720,42861
42862,Kilamba,Kilamba,18,128,2720,42862
42863,Nguvu Kazi,Nguvu Kazi,18,128,2720,42863
42864,Ruvungwi,Ruvungwi,18,128,2720,42864
42865,Bunju,Bunju,18,128,2720,42865
42866,Mwake,Mwake,18,128,2720,42866
42867,Nyairongo,Nyairongo,18,128,2720,42867
42868,Kimanzichana kwa Gongo,Kimanzichana kwa Gongo,18,128,2721,42868
42869,Nyamla,Nyamla,18,128,2721,42869
42870,Kilimamkongo,Kilimamkongo,18,128,2721,42870
42871,Nyambwawa,Nyambwawa,18,128,2721,42871
42872,Lisimalike,Lisimalike,18,128,2721,42872
42873,Ukwama,Ukwama,18,128,2721,42873
42874,Matope,Matope,18,128,2721,42874
42875,Kong'olo,Kong'olo,18,128,2721,42875
42876,Mazomla,Mazomla,18,128,2721,42876
42877,Ngunguluka,Ngunguluka,18,128,2721,42877
42878,Madimka,Madimka,18,128,2721,42878
42879,Nyailongo,Nyailongo,18,128,2721,42879
42880,Kilimahewa Mashariki,Kilimahewa Mashariki,18,128,2721,42880
42881,Kilimahewa Magharibi,Kilimahewa Magharibi,18,128,2721,42881
42882,Mkwechembe A,Mkwechembe A,18,128,2721,42882
42883,Mkwechembe B,Mkwechembe B,18,128,2721,42883
42884,Mikolekole,Mikolekole,18,128,2721,42884
42885,Manze,Manze,18,128,2722,42885
42886,Libwezaro,Libwezaro,18,128,2722,42886
42887,Ngarawani,Ngarawani,18,128,2722,42887
42888,Kisangarawe,Kisangarawe,18,128,2722,42888
42889,Mkenge,Mkenge,18,128,2722,42889
42890,Nyingome,Nyingome,18,128,2722,42890
42891,Kisimapesa,Kisimapesa,18,128,2722,42891
42892,Beta,Beta,18,128,2722,42892
42893,Nyambuza,Nyambuza,18,128,2722,42893
42894,Minaki,Minaki,18,128,2722,42894
42895,Nyangunguti Kusini,Nyangunguti Kusini,18,128,2722,42895
42896,Nyangunguti Kaskazini,Nyangunguti Kaskazini,18,128,2722,42896
42897,Kiimbwanindi,Kiimbwanindi,18,128,2722,42897
42898,Beta,Beta,18,128,2722,42898
42899,Nyamikalango,Nyamikalango,18,128,2722,42899
42900,Bupu,Bupu,18,128,2723,42900
42901,Mbezi,Mbezi,18,128,2723,42901
42902,Kitoho,Kitoho,18,128,2723,42902
42903,Kikonga,Kikonga,18,128,2723,42903
42904,Mamdimpera,Mamdimpera,18,128,2723,42904
42905,Chasimba,Chasimba,18,128,2723,42905
42906,Mamdikongo,Mamdikongo,18,128,2723,42906
42907,Kondo Mwelanzi,Kondo Mwelanzi,18,128,2723,42907
42908,Chungu,Chungu,18,128,2723,42908
42909,Tabora,Tabora,18,128,2723,42909
42910,Tundu Shuleni,Tundu Shuleni,18,128,2723,42910
42911,Chasimba,Chasimba,18,128,2723,42911
42912,Lubane,Lubane,18,128,2723,42912
42913,Mkane,Mkane,18,128,2723,42913
42914,Mwarusembe,Mwarusembe,18,128,2724,42914
42915,Kikumbo,Kikumbo,18,128,2724,42915
42916,Lunyala,Lunyala,18,128,2724,42916
42917,Nyavinondo,Nyavinondo,18,128,2724,42917
42918,Mitoboto,Mitoboto,18,128,2724,42918
42919,Kinene Mjini,Kinene Mjini,18,128,2724,42919
42920,Nyingome,Nyingome,18,128,2724,42920
42921,Minaki,Minaki,18,128,2724,42921
42922,Timai,Timai,18,128,2724,42922
42923,Bigwa Mjini,Bigwa Mjini,18,128,2724,42923
42924,Nyamalazwa,Nyamalazwa,18,128,2724,42924
42925,Bong'ola,Bong'ola,18,128,2724,42925
42926,Bigwa Kibaoni,Bigwa Kibaoni,18,128,2724,42926
42927,Kiziko Kati,Kiziko Kati,18,128,2724,42927
42928,Chakande,Chakande,18,128,2724,42928
42929,Gwazo,Gwazo,18,128,2724,42929
42930,Uzizi Kiziko,Uzizi Kiziko,18,128,2724,42930
42931,Kitonga Gengeni,Kitonga Gengeni,18,128,2724,42931
42932,Ngohomole,Ngohomole,18,128,2724,42932
42933,Goko,Goko,18,128,2724,42933
42934,Uzizi Kitonga,Uzizi Kitonga,18,128,2724,42934
42935,Mkuranga A,Mkuranga A,18,128,2725,42935
42936,Mkuranga B,Mkuranga B,18,128,2725,42936
42937,Mgawa,Mgawa,18,128,2725,42937
42938,Kiguza,Kiguza,18,128,2725,42938
42939,Bigwa,Bigwa,18,128,2725,42939
42940,Miale,Miale,18,128,2725,42940
42941,Kididimo,Kididimo,18,128,2725,42941
42942,Mkwalia,Mkwalia,18,128,2725,42942
42943,Kitumbo,Kitumbo,18,128,2725,42943
42944,Mwapofu,Mwapofu,18,128,2725,42944
42945,Mwembemaji,Mwembemaji,18,128,2725,42945
42946,Kichangani,Kichangani,18,128,2725,42946
42947,Kwa kibugulu,Kwa kibugulu,18,128,2725,42947
42948,Rabika,Rabika,18,128,2725,42948
42949,Kwa Juma Mzee,Kwa Juma Mzee,18,128,2725,42949
42950,Mwasani,Mwasani,18,128,2725,42950
42951,Bigwa,Bigwa,18,128,2725,42951
42952,Kibamba Mjini,Kibamba Mjini,18,128,2725,42952
42953,Mwanahanika,Mwanahanika,18,128,2725,42953
42954,Rabika,Rabika,18,128,2725,42954
42955,Misusura,Misusura,18,128,2725,42955
42956,Bogolwa,Bogolwa,18,128,2725,42956
42957,Mwayani,Mwayani,18,128,2725,42957
42958,Kingongo,Kingongo,18,128,2726,42958
42959,Kitonombe,Kitonombe,18,128,2726,42959
42960,Tengelea,Tengelea,18,128,2726,42960
42961,Mperani,Mperani,18,128,2726,42961
42962,Gogo,Gogo,18,128,2726,42962
42963,Vikangala,Vikangala,18,128,2726,42963
42964,Mpela,Mpela,18,128,2726,42964
42965,Hoyoyo,Hoyoyo,18,128,2726,42965
42966,Gogo,Gogo,18,128,2726,42966
42967,Mvemle,Mvemle,18,128,2726,42967
42968,Kolagwa,Kolagwa,18,128,2726,42968
42969,Teta,Teta,18,128,2726,42969
42970,Kiwawe,Kiwawe,18,128,2726,42970
42971,Kidedede,Kidedede,18,128,2726,42971
42972,Rubambawe,Rubambawe,18,128,2726,42972
42973,Dondwe Mjini,Dondwe Mjini,18,128,2726,42973
42974,Vikindu Mashariki,Vikindu Mashariki,18,128,2727,42974
42975,Chanungu,Chanungu,18,128,2727,42975
42976,Ngunguti,Ngunguti,18,128,2727,42976
42977,Mwajasi,Mwajasi,18,128,2727,42977
42978,Vikindu Magharibi,Vikindu Magharibi,18,128,2727,42978
42979,Kazole Mjini,Kazole Mjini,18,128,2727,42979
42980,Kazole kusini,Kazole kusini,18,128,2727,42980
42981,Cheta,Cheta,18,128,2727,42981
42982,Kilongoni,Kilongoni,18,128,2727,42982
42983,Picha ya Ndege Mjini,Picha ya Ndege Mjini,18,128,2727,42983
42984,Kamegele,Kamegele,18,128,2727,42984
42985,Kidubwa,Kidubwa,18,128,2727,42985
42986,Picha ya Ndege Mashariki,Picha ya Ndege Mashariki,18,128,2727,42986
42987,Soweto,Soweto,18,128,2727,42987
42988,Magodani,Magodani,18,128,2727,42988
42989,Fungoni,Fungoni,18,128,2727,42989
42990,Kinyemba nyemba,Kinyemba nyemba,18,128,2727,42990
42991,Kisemvule Center,Kisemvule Center,18,128,2727,42991
42992,Vibula,Vibula,18,128,2727,42992
42993,Mpera Magharibi,Mpera Magharibi,18,128,2727,42993
42994,Mpera Mashariki,Mpera Mashariki,18,128,2727,42994
42995,Kitangwi,Kitangwi,18,128,2727,42995
42996,Utunge,Utunge,18,128,2727,42996
42997,Mwandege,Mwandege,18,128,2728,42997
42998,Chatembo,Chatembo,18,128,2728,42998
42999,Kilungule,Kilungule,18,128,2728,42999
43000,Vicheji,Vicheji,18,128,2728,43000
43001,Kipala,Kipala,18,128,2728,43001
43002,Kibelewele,Kibelewele,18,128,2728,43002
43003,Kichangani,Kichangani,18,128,2728,43003
43004,Mkokozi,Mkokozi,18,128,2728,43004
43005,Luguruni A,Luguruni A,18,128,2728,43005
43006,Mwemanani,Mwemanani,18,128,2728,43006
43007,Lugwadu Kusini,Lugwadu Kusini,18,128,2728,43007
43008,Lugwadu Mashariki,Lugwadu Mashariki,18,128,2728,43008
43009,Luguruni B,Luguruni B,18,128,2728,43009
43010,Nyatanga A,Nyatanga A,18,128,2729,43010
43011,Nyatanga B,Nyatanga B,18,128,2729,43011
43012,Binguni A,Binguni A,18,128,2729,43012
43013,Binguni B,Binguni B,18,128,2729,43013
43014,Videte,Videte,18,128,2729,43014
43015,Utungemwago,Utungemwago,18,128,2729,43015
43016,Kimbangulile B,Kimbangulile B,18,128,2729,43016
43017,Churwi,Churwi,18,128,2729,43017
43018,Kisasa,Kisasa,18,128,2729,43018
43019,Utunge A,Utunge A,18,128,2729,43019
43020,Luzando,Luzando,18,128,2729,43020
43021,Utunge B,Utunge B,18,128,2729,43021
43022,Utunge C,Utunge C,18,128,2729,43022
43023,Tambani A,Tambani A,18,128,2729,43023
43024,Tambani B,Tambani B,18,128,2729,43024
43025,Mkoga,Mkoga,18,128,2729,43025
43026,Mikengeni,Mikengeni,18,128,2729,43026
43027,Mkombozi,Mkombozi,18,128,2729,43027
43028,Mipeko A,Mipeko A,18,128,2730,43028
43029,Mipeko B,Mipeko B,18,128,2730,43029
43030,Mipeko C,Mipeko C,18,128,2730,43030
43031,Kimbangulile A,Kimbangulile A,18,128,2730,43031
43032,Kiloweko,Kiloweko,18,128,2730,43032
43033,Mamangwa,Mamangwa,18,128,2730,43033
43034,Mizugu,Mizugu,18,128,2730,43034
43035,Kibeneke,Kibeneke,18,128,2730,43035
43036,Mvuleni,Mvuleni,18,128,2730,43036
43037,Mabatini,Mabatini,18,128,2730,43037
43038,Madodo,Madodo,18,128,2730,43038
43039,Langweni,Langweni,18,128,2730,43039
43040,Mwanadilatu Mjini,Mwanadilatu Mjini,18,128,2730,43040
43041,Nasako,Nasako,18,128,2730,43041
43042,Yombo,Yombo,18,128,2730,43042
43043,Nzasa,Nzasa,18,128,2730,43043
43044,Mzemle,Mzemle,18,128,2730,43044
43045,Kikungo,Kikungo,18,128,2731,43045
43046,Msasa,Msasa,18,128,2731,43046
43047,Kimanyile,Kimanyile,18,128,2731,43047
43048,Kembani,Kembani,18,128,2731,43048
43049,Zalala,Zalala,18,128,2731,43049
43050,Finzi,Finzi,18,128,2731,43050
43051,Barabarani,Barabarani,18,128,2731,43051
43052,Mpilu,Mpilu,18,128,2731,43052
43053,Nyamwalile,Nyamwalile,18,128,2731,43053
43054,Zegero,Zegero,18,128,2731,43054
43055,Vikonge,Vikonge,18,128,2731,43055
43056,Kidai,Kidai,18,128,2731,43056
43057,Choga,Choga,18,128,2731,43057
43058,Magoza,Magoza,18,128,2731,43058
43059,Bombwe,Bombwe,18,128,2731,43059
43060,Lubambawe,Lubambawe,18,128,2731,43060
43061,Ngalambemba,Ngalambemba,18,128,2731,43061
43062,Kibululu,Kibululu,18,128,2731,43062
43063,Mkanzi,Mkanzi,18,128,2731,43063
43064,Chogoni,Chogoni,18,128,2731,43064
43065,Bukini,Bukini,18,128,2731,43065
43066,Kise,Kise,18,128,2731,43066
43067,Kangaja,Kangaja,18,128,2731,43067
43068,Kidai,Kidai,18,128,2731,43068
43069,Choga,Choga,18,128,2731,43069
43070,Mfurumwambao,Mfurumwambao,18,128,2732,43070
43071,Kikonga,Kikonga,18,128,2732,43071
43072,Msongola,Msongola,18,128,2732,43072
43073,Kibane,Kibane,18,128,2732,43073
43074,Kigobeni,Kigobeni,18,128,2732,43074
43075,Marogoro,Marogoro,18,128,2732,43075
43076,Mzingezinge,Mzingezinge,18,128,2732,43076
43077,Sangatini,Sangatini,18,128,2732,43077
43078,Yavayava,Yavayava,18,128,2732,43078
43079,Bweni,Bweni,18,128,2732,43079
43080,Viwege,Viwege,18,128,2732,43080
43081,Lukonde,Lukonde,18,128,2732,43081
43082,Malela,Malela,18,128,2732,43082
43083,Kizimo,Kizimo,18,128,2732,43083
43084,Magogo,Magogo,18,128,2732,43084
43085,Chang'ombe,Chang'ombe,18,128,2732,43085
43086,Vianzi Mjini,Vianzi Mjini,18,128,2732,43086
43087,Kwa Jokoo,Kwa Jokoo,18,128,2732,43087
43088,Nyamisiki,Nyamisiki,18,128,2732,43088
43089,Mwajasi,Mwajasi,18,128,2732,43089
43090,Chang'ombe,Chang'ombe,18,128,2732,43090
43091,Honda,Honda,18,128,2732,43091
43092,Ujamaa,Ujamaa,18,129,2733,43092
43093,Jitegemee,Jitegemee,18,129,2733,43093
43094,Sekondari,Sekondari,18,129,2733,43094
43095,Mpima,Mpima,18,129,2733,43095
43096,Kiapo,Kiapo,18,129,2733,43096
43097,Malenda,Malenda,18,129,2733,43097
43098,Masenda,Masenda,18,129,2733,43098
43099,Mtupa,Mtupa,18,129,2733,43099
43100,Kijonjo,Kijonjo,18,129,2733,43100
43101,Kingwande,Kingwande,18,129,2733,43101
43102,Malipia,Malipia,18,129,2733,43102
43103,Nongwa,Nongwa,18,129,2733,43103
43104,Mtakuja,Mtakuja,18,129,2734,43104
43105,Ujamaa,Ujamaa,18,129,2734,43105
43106,Mparange,Mparange,18,129,2734,43106
43107,Kaunda,Kaunda,18,129,2734,43107
43108,Mwenge,Mwenge,18,129,2734,43108
43109,Kazamoyo,Kazamoyo,18,129,2734,43109
43110,SIDO,SIDO,18,129,2734,43110
43111,Tangimoja,Tangimoja,18,129,2734,43111
43112,Msikitini,Msikitini,18,129,2734,43112
43113,Umoja,Umoja,18,129,2734,43113
43114,Upendo,Upendo,18,129,2734,43114
